relation_1,stim_3_id,relation_2,stim_4_id,stim_5_id,relation_3,stim_6_id,q_stim_1_id,q_rel,q_stim_2_id,correct_response,yes_x_coord,no_x_coord,stage
komt na,2,komt na,4,4,komt na,3,2,na,3,yes,-250,250,81
komt na,2,komt na,4,4,komt na,3,3,na,2,no,-250,250,81
komt na,2,komt na,4,4,komt na,3,2,voor,3,no,-250,250,81
komt na,2,komt na,4,4,komt na,3,3,voor,2,yes,-250,250,81
komt na,4,komt na,1,3,komt na,1,3,na,2,yes,-250,250,81
komt na,4,komt na,1,3,komt na,1,2,na,3,no,-250,250,81
komt na,4,komt na,1,3,komt na,1,3,voor,2,no,-250,250,81
komt na,4,komt na,1,3,komt na,1,2,voor,3,yes,-250,250,81
komt na,4,komt na,3,2,komt na,4,2,na,3,yes,-250,250,81
komt na,4,komt na,3,2,komt na,4,3,na,2,no,-250,250,81
komt na,4,komt na,3,2,komt na,4,2,voor,3,no,-250,250,81
komt na,4,komt na,3,2,komt na,4,3,voor,2,yes,-250,250,81
komt na,1,komt na,3,4,komt na,1,4,na,2,yes,-250,250,81
komt na,1,komt na,3,4,komt na,1,2,na,4,no,-250,250,81
komt na,1,komt na,3,4,komt na,1,4,voor,2,no,-250,250,81
komt na,1,komt na,3,4,komt na,1,2,voor,4,yes,-250,250,81
komt na,4,komt na,2,3,komt na,1,3,na,2,yes,-250,250,81
komt na,4,komt na,2,3,komt na,1,2,na,3,no,-250,250,81
komt na,4,komt na,2,3,komt na,1,3,voor,2,no,-250,250,81
komt na,4,komt na,2,3,komt na,1,2,voor,3,yes,-250,250,81
komt na,4,komt na,3,3,komt na,2,4,na,2,yes,-250,250,81
komt na,4,komt na,3,3,komt na,2,2,na,4,no,-250,250,81
komt na,4,komt na,3,3,komt na,2,4,voor,2,no,-250,250,81
komt na,4,komt na,3,3,komt na,2,2,voor,4,yes,-250,250,81
komt na,3,komt na,2,4,komt na,3,4,na,2,yes,-250,250,81
komt na,3,komt na,2,4,komt na,3,2,na,4,no,-250,250,81
komt na,3,komt na,2,4,komt na,3,4,voor,2,no,-250,250,81
komt na,3,komt na,2,4,komt na,3,2,voor,4,yes,-250,250,81
komt na,3,komt na,4,3,komt na,1,3,na,2,yes,-250,250,81
komt na,3,komt na,4,3,komt na,1,2,na,3,no,-250,250,81
komt na,3,komt na,4,3,komt na,1,3,voor,2,no,-250,250,81
komt na,3,komt na,4,3,komt na,1,2,voor,3,yes,-250,250,81
komt na,4,komt na,3,1,komt na,4,1,na,3,yes,-250,250,81
komt na,4,komt na,3,1,komt na,4,3,na,1,no,-250,250,81
komt na,4,komt na,3,1,komt na,4,1,voor,3,no,-250,250,81
komt na,4,komt na,3,1,komt na,4,3,voor,1,yes,-250,250,81
komt na,3,komt na,2,4,komt na,1,4,na,2,yes,-250,250,81
komt na,3,komt na,2,4,komt na,1,2,na,4,no,-250,250,81
komt na,3,komt na,2,4,komt na,1,4,voor,2,no,-250,250,81
komt na,3,komt na,2,4,komt na,1,2,voor,4,yes,-250,250,81
komt na,3,komt na,4,2,komt na,4,1,na,4,yes,-250,250,81
komt na,3,komt na,4,2,komt na,4,4,na,1,no,-250,250,81
komt na,3,komt na,4,2,komt na,4,1,voor,4,no,-250,250,81
komt na,3,komt na,4,2,komt na,4,4,voor,1,yes,-250,250,81
komt na,4,komt na,3,2,komt na,3,1,na,3,yes,-250,250,81
komt na,4,komt na,3,2,komt na,3,3,na,1,no,-250,250,81
komt na,4,komt na,3,2,komt na,3,1,voor,3,no,-250,250,81
komt na,4,komt na,3,2,komt na,3,3,voor,1,yes,-250,250,81
komt na,2,komt na,3,4,komt na,2,1,na,3,yes,-250,250,81
komt na,2,komt na,3,4,komt na,2,3,na,1,no,-250,250,81
komt na,2,komt na,3,4,komt na,2,1,voor,3,no,-250,250,81
komt na,2,komt na,3,4,komt na,2,3,voor,1,yes,-250,250,81
komt na,3,komt na,1,1,komt na,4,3,na,4,yes,-250,250,81
komt na,3,komt na,1,1,komt na,4,4,na,3,no,-250,250,81
komt na,3,komt na,1,1,komt na,4,3,voor,4,no,-250,250,81
komt na,3,komt na,1,1,komt na,4,4,voor,3,yes,-250,250,81
komt na,4,komt na,3,4,komt na,1,4,na,2,yes,-250,250,81
komt na,4,komt na,3,4,komt na,1,2,na,4,no,-250,250,81
komt na,4,komt na,3,4,komt na,1,4,voor,2,no,-250,250,81
komt na,4,komt na,3,4,komt na,1,2,voor,4,yes,-250,250,81
komt na,3,komt na,2,2,komt na,4,1,na,4,yes,-250,250,81
komt na,3,komt na,2,2,komt na,4,4,na,1,no,-250,250,81
komt na,3,komt na,2,2,komt na,4,1,voor,4,no,-250,250,81
komt na,3,komt na,2,2,komt na,4,4,voor,1,yes,-250,250,81
